artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,Hit
Giuseppe Verdi,"Rigoletto / Act 1: ""Questa o quella""",0.939,0.527,119000,0.194,0.00446,0.047,-17.578,0.0474,107.083,0.566,0
Giya Kancheli,Miniature No. 7,0.967,0.145,142272,0.0159,0.0188,0.125,-27.8,0.0447,78.402,0.0462,0
Gomba Jahbari,La Vieja Senda,0.11,0.778,254877,0.528,9.13E-06,0.0331,-6.667,0.341,145.881,0.729,0
Gomba Jahbari,Sentemonos,0.0211,0.756,278467,0.55,0.0869,0.0297,-10.949,0.176,155.097,0.851,0
Good Charlotte,Riot Girl,0.00206,0.515,135333,0.947,0,0.167,-3.985,0.136,88.076,0.716,0
Goose house,Sky English Version,0.913,0.566,319035,0.381,0,0.142,-4.445,0.028,87.828,0.18,0
Gorillaz,Feel Good Inc,0.00836,0.818,222640,0.705,0.00233,0.613,-6.679,0.177,138.559,0.772,1
Gorillaz,Plastic Beach (feat. Mick Jones and Paul Simonon),0.00252,0.537,227213,0.893,0.0211,0.0636,-5.459,0.0893,183.78,0.499,0
Gorillaz,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),0.0598,0.705,174867,0.751,2.51E-06,0.907,-4.767,0.287,80.727,0.819,0
Gotye,Somebody That I Used To Know - feat. Kimbra,0.565,0.857,244973,0.517,0.000195,0.102,-6.972,0.0384,129.063,0.754,1
Grandtheft,Give Me More,0.0407,0.741,266202,0.919,0.602,0.162,-1.338,0.0788,160.044,0.377,0
Grateful Dead,"Not Fade Away/Goin' Down The Road Feeling Bad - Live at Manhattan Center, New York, NY, April 5, 1971",0.0957,0.48,552693,0.549,0.788,0.114,-12.129,0.031,89.542,0.872,0
Green Day,21 Guns,0.0518,0.268,321093,0.742,0,0.626,-4.939,0.0355,159.779,0.416,1
Green Day,Boulevard of Broken Dreams,0.00552,0.496,262333,0.682,2.94E-05,0.0589,-4.095,0.0294,167.06,0.474,1
Green Day,Holiday / Boulevard of Broken Dreams,0.000659,0.29,493400,0.827,2.55E-06,0.301,-3.451,0.0362,167.086,0.45,1
Green Day,Wake Me up When September Ends,0.023,0.546,285653,0.814,0,0.0972,-5.146,0.0314,104.98,0.146,1
Green Day,American Idiot,2.64E-05,0.38,176346,0.988,7.86E-05,0.368,-2.042,0.0639,186.113,0.769,0
Greg Behrendt,Crybaby Spiderman,0.613,0.552,428320,0.695,0,0.963,-7.95,0.946,90.576,0.502,0
Greg Edmonson,Nate's Theme 3.0,0.16,0.381,107720,0.546,0.739,0.106,-12.01,0.0521,124.827,0.21,0
Gregory Alan Isakov,"If I Go, I'm Goin",0.762,0.496,267160,0.0672,0.0171,0.109,-17.285,0.0348,114.059,0.176,0
Grégory Lemarchal,Et Maintenant,0.629,0.371,256320,0.874,1.92E-06,0.98,-4.773,0.16,62.663,0.592,0
Gretchen Wilson,Redneck Woman,0.105,0.51,215920,0.847,0,0.691,-4.622,0.087,184.942,0.74,1
Groundation,Hebron,0.0142,0.727,309120,0.452,0.00363,0.238,-10.033,0.0435,103.682,0.559,0
Guaco,Lágrimas No Más,0.516,0.688,207149,0.883,0,0.24,-7.441,0.0507,98.004,0.928,0
Guaco,Si No Estás Conmigo,0.267,0.776,197760,0.846,3.44E-05,0.381,-7.262,0.0497,102.998,0.964,0
Gucci Mane,Lil Story (feat. ScHoolboy Q),0.00839,0.943,170733,0.777,0,0.278,-4.273,0.2,135,0.711,0
Gucci Mane,Just Like It (feat. 21 Savage),0.0721,0.84,183132,0.567,0,0.0727,-8.285,0.179,109.942,0.21,0
G-Unit,Wanna Get To Know You,0.102,0.517,265027,0.827,0,0.0681,-3.665,0.144,76.968,0.885,1
Guttermouth,Saturday Truck Fever,0.000426,0.529,135880,0.975,0.01,0.427,-5.548,0.0872,160.028,0.673,0
Gwen Stefani,Hollaback Girl,0.344,0.918,199907,0.918,5.35E-06,0.0243,-2.218,0.0954,110.024,0.882,1
Gwen Stefani,Rich Girl,0.0276,0.855,236213,0.747,3.45E-05,0.182,-2.713,0.0424,98.018,0.76,1
Gwen Stefani,The Sweet Escape,0.218,0.755,246467,0.765,0,0.162,-3.475,0.0356,119.954,0.737,1
Gwen Stefani,Wind It Up,0.335,0.96,189587,0.895,0.000176,0.364,-6.899,0.0714,120.01,0.92,1
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),0.134,0.716,222213,0.838,0,0.148,-4.289,0.0513,130.034,0.646,1
Gym Class Heroes,Cupid's Chokehold / Breakfast In America,0.237,0.72,243773,0.744,0,0.255,-6.938,0.12,78.953,0.619,1
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),0.0319,0.646,210960,0.795,0,0.267,-3.293,0.0976,89.99,0.796,1
Gyptian,Hold You - Shy FX and Benny Page Digital Soundboy Remix,0.000118,0.383,329800,0.947,0.0672,0.106,-4.303,0.0687,180.022,0.445,0
Gyptian,I Want To,0.286,0.684,202370,0.75,0,0.0832,-7.652,0.049,107.026,0.904,0
Halestorm,Bad Romance - EP Version,0.0128,0.545,248400,0.927,2.33E-06,0.367,-4.736,0.0706,124.061,0.682,0
Halestorm,Sick Individual,0.00651,0.576,207667,0.959,2.25E-05,0.324,-2.397,0.0855,95.047,0.573,0
Harley Poe,I Wanna Die,0.296,0.345,215079,0.714,0,0.127,-5.48,0.0566,178.522,0.524,0
Havana Brown,We Run The Night,0.00676,0.691,228200,0.846,0,0.289,-4.322,0.174,127.011,0.704,1
Hayes Carll,None'ya,0.38,0.578,208014,0.458,1.49E-05,0.141,-7.101,0.0402,81.522,0.407,0
"Héctor ""El Father""",Se Nos Cae La Casa,0.595,0.605,224373,0.721,0,0.273,-5.75,0.0817,86.915,0.588,0
Hector & Tito,Donde Estan - Live,0.157,0.611,172667,0.884,0,0.339,-5.075,0.207,106.805,0.324,0
Hector Berlioz,"Les Troyens, Op. 29, H 133, Act V: No. 38. ""Vallon sonore""",0.962,0.116,335200,0.0376,0.0274,0.0949,-24.447,0.0462,75.195,0.0436,0
Hello Sleepwalkers,Sabaku,0.000202,0.533,203307,0.975,0.000225,0.0567,-3.639,0.065,97.922,0.776,0
Henace,E000001,0.671,0.599,141750,0.4,0.95,0.11,-9.726,0.0698,81.325,0.412,0
Henri Salvador,Le travail c'est la santé,0.405,0.579,186867,0.701,0,0.304,-5.018,0.0395,115.075,0.63,0
Henry Jackman,"Laffy Taffies - From ""Wreck-It Ralph""/Score",0.866,0.227,95693,0.221,0.807,0.379,-15.467,0.0377,139.918,0.0391,0
High Contrast,If We Ever - Unglued Remix,0.0535,0.663,317974,0.864,0.028,0.389,-3.452,0.148,173.035,0.28,0
High Valley,Young Forever,0.000497,0.565,220240,0.898,0,0.208,-4.693,0.0372,146.025,0.731,0
Higher Brothers,Flexing So Hard,0.00256,0.698,175385,0.741,0,0.326,-4.962,0.0841,156.096,0.426,0
Hillsong en Español,Es Nuestro Dios - Live,0.256,0.372,370257,0.504,0.00151,0.166,-7.375,0.0267,79.993,0.0595,0
Hillsong UNITED,King Of All Days - Live In Australia/2009,0.027,0.314,379147,0.517,0,0.109,-6.936,0.0297,173.923,0.065,0
Hillsong UNITED,Here Now (Madness),0.214,0.225,442347,0.405,0.0726,0.177,-10.865,0.0352,65.805,0.0809,0
Hillsong UNITED,Rain / Reign,0.18,0.234,394680,0.314,0,0.0748,-11.366,0.0315,139.466,0.0904,0
Hillsong Worship,Who You Say I Am,0.00518,0.368,199520,0.654,0,0.0895,-8.656,0.0398,171.78,0.327,0
Hillsong Worship,With Us - Live,0.000162,0.342,281695,0.834,2.46E-05,0.185,-5.217,0.0387,149.021,0.316,0
Hillsong Worship,Peace Has Come,0.0158,0.325,222947,0.528,0,0.104,-5.406,0.0291,80.987,0.357,0
Hillsong Young & Free,Days Gone By,0.801,0.529,227013,0.231,0,0.119,-12.686,0.0314,124.344,0.252,0
Hillsong Young & Free,Where You Are - Acoustic,0.15,0.614,208733,0.449,0,0.113,-6.207,0.0285,119.957,0.153,0
Hinder,Better Than Me,0.206,0.452,223533,0.675,1.27E-06,0.172,-5.172,0.0305,139.87,0.23,1
Hinder,Lips Of An Angel,0.0328,0.476,261853,0.769,0,0.197,-5.344,0.0332,129.051,0.287,1
Hiroshi Yoshimura,View from My Window,0.99,0.297,375600,0.00705,0.929,0.0877,-23.733,0.0444,66.198,0.0863,0
Ho - Kago Tea Time,Ho-Kago Tea Time,0.0865,0.493,287053,0.878,0,0.263,-2.577,0.0371,147.023,0.701,0
Holly Cole,'zat You Santa Claus,0.715,0.536,204800,0.349,0,0.131,-7.304,0.0358,88.014,0.24,0
Hoobastank,The Reason,0.0105,0.474,232800,0.672,0,0.142,-4.678,0.028,83.029,0.0649,1
Howard Ashman,"Babkak, Omar, Aladdin, Kasim",0.951,0.714,133920,0.241,2.39E-05,0.167,-10.303,0.063,125.074,0.819,0
Howard Shore,The White Rider,0.905,0.113,148360,0.169,0.955,0.121,-16.208,0.0356,93.957,0.0583,0
Howie Day,Collide - Acoustic Version,0.827,0.582,277000,0.253,2.95E-05,0.091,-11.43,0.0259,90.184,0.294,1
Hozier,Take Me to Church,0.634,0.566,241693,0.664,0,0.116,-5.303,0.0464,128.945,0.437,1
Hunter Hayes,I Want Crazy - Encore,0.0539,0.562,236865,0.878,0,0.112,-4.806,0.0387,103.029,0.558,1
Hunter Hayes,Wanted - Revisited,0.455,0.293,242823,0.334,7.02E-05,0.092,-17.245,0.0656,170.12,0.27,1
Hurricane Chris,A Bay Bay,0.105,0.577,257120,0.668,0,0.0924,-4.884,0.514,60.709,0.702,1
I Belong to the Zoo,Balang Araw,0.395,0.523,288208,0.391,0,0.142,-9.283,0.0298,139.905,0.354,0
IAmChino,Chemicals (feat. Matilda Thompson),0.00725,0.527,206320,0.786,0.000121,0.26,-3.875,0.0774,170.187,0.365,0
Icona Pop,I Love It (feat. Charli XCX) - Original Version,0.00855,0.714,155337,0.905,2.55E-05,0.146,-2.663,0.0289,125.927,0.838,1
Iggy Azalea,Black Widow,0.181,0.741,209423,0.726,0.000189,0.111,-3.77,0.143,163.991,0.527,1
ILoveMakonnen,Tuesday (feat. Drake),0.215,0.77,321987,0.664,0.000118,0.105,-5.604,0.211,140.163,0.472,1
Imagine Dragons,It's Time,0.0162,0.656,237987,0.884,0,0.145,-4.748,0.0372,105.009,0.86,1
Incubus,Drive,0.0562,0.645,232453,0.792,0.0121,0.119,-7.34,0.036,90.565,0.666,1
India.Arie,Hour of Love,0.678,0.592,205413,0.431,0,0.113,-9.308,0.0324,123.784,0.266,0
Indila,Dernière danse,0.174,0.668,213493,0.459,0,0.0803,-7.668,0.0552,114.924,0.29,0
Iration,Mr. Operator,0.095,0.836,247547,0.561,2.13E-05,0.142,-7.427,0.0297,120.022,0.59,0
Isaac Albéniz,"Suite Española No. 1, Op. 47: V. Asturias (Legenda)",0.986,0.341,363867,0.0708,0.929,0.0788,-29.839,0.0603,124.377,0.209,0
Iya Terra,Love is Crucial,0.0801,0.737,223060,0.672,3.05E-06,0.107,-7.702,0.126,79.881,0.826,0
Iyaz,Replay,0.173,0.706,182307,0.751,0,0.168,-6.323,0.0708,91.031,0.195,1
J Balvin,Fiesta,0.169,0.69,191187,0.829,1.37E-06,0.0749,-3.485,0.115,93.943,0.617,1
J. Cole,Power Trip,0.322,0.667,241160,0.61,0.000203,0.426,-7.054,0.217,99.991,0.465,1
J. Cole,Work Out,0.0531,0.831,235320,0.427,0,0.307,-6.903,0.106,93.004,0.216,1
J. Holiday,Suffocate - Superclean,0.64,0.458,220053,0.445,0,0.118,-8.391,0.361,82.82,0.447,1
J.J. Cale,Travelin' Light,0.305,0.724,171173,0.459,0.935,0.0949,-15.719,0.0392,121.733,0.819,0
Ja Rule,Always On Time,0.205,0.607,245063,0.714,0,0.301,-6.007,0.278,96.619,0.827,1
Ja Rule,Livin' It Up - Album Version (Edited),0.064,0.875,257133,0.771,0,0.0393,-4.052,0.321,106.022,0.642,1
Ja Rule,Mesmerize,0.0554,0.762,278720,0.641,0,0.454,-6.784,0.209,90.089,0.368,1
Ja Rule,Put It On Me,0.00332,0.687,262827,0.785,0,0.0516,-4.953,0.325,186.244,0.785,1
Jack & Jack,Hurt People,0.0497,0.484,190840,0.694,0,0.198,-7.052,0.1,79.903,0.0985,0
Jack Ü,Where Are Ü Now (with Justin Bieber),0.041,0.432,250286,0.781,4.21E-06,0.0789,-4.038,0.0567,139.432,0.197,1
Jackie Greene,Honey I Been Thinking About You,0.357,0.207,285627,0.725,0,0.101,-3.909,0.035,83.863,0.475,0
Jackie Kashian,Indian Casino,0.821,0.709,186600,0.714,0,0.67,-6.409,0.875,130.219,0.779,0
Jackie Mittoo,Love Is Blue,0.79,0.553,149413,0.322,0.394,0.178,-12.748,0.0364,88.159,0.284,0
Jacques Offenbach,Les Contes d'Hoffmann: Entr'acte (Barcarolle),0.892,0.0799,231267,0.024,0.156,0.129,-31.344,0.0385,79.551,0.054,0
Jagged Edge,He Can't Love U,0.112,0.721,244053,0.836,0,0.235,-3.972,0.206,126.279,0.508,1
Jagged Edge,Let's Get Married,0.175,0.761,263227,0.627,0,0.128,-5.554,0.0538,109.821,0.891,1
Jagged Edge,Walked Outta Heaven,0.573,0.67,270880,0.616,0,0.0535,-6.123,0.225,120.129,0.523,1
Jagged Edge,Where the Party At,0.31,0.596,232573,0.661,0,0.0847,-6.239,0.226,129.491,0.86,1
Jaheim,Anything (feat. Next),0.0516,0.731,287027,0.377,0,0.137,-7.907,0.0425,105.743,0.452,1
Jaheim,Put That Woman First,0.492,0.649,245773,0.536,0,0.184,-8.804,0.132,78.935,0.513,1
Jake Owen,Barefoot Blue Jean Night,0.208,0.6,167427,0.808,0,0.196,-4.679,0.0403,172.016,0.809,1
Jake Owen,Beachin',0.344,0.527,191040,0.902,4.63E-05,0.0669,-5.352,0.0601,181.964,0.709,1
James Arthur,You Deserve Better,0.0322,0.516,207773,0.56,0,0.15,-7.116,0.486,98.94,0.696,0
James Horner,"Heritage Of The Wolf - From ""Balto"" Soundtrack",0.428,0.166,354467,0.119,0.902,0.113,-21.559,0.04,128.953,0.0399,0
James Horner,Off to War,0.829,0.154,355227,0.0534,0.587,0.105,-24.209,0.0384,106.318,0.0338,0
James Newton Howard,Thought I'd Never Call?,0.952,0.0614,236427,0.0317,0.573,0.118,-28.621,0.0415,48.965,0.0328,0
Jamie Foxx,Blame It,0.0782,0.673,289747,0.614,0,0.139,-5.426,0.103,176.052,0.362,1
Jamie Foxx,Unpredictable - Main,0.206,0.734,219867,0.599,0,0.0555,-8.462,0.197,145.185,0.772,1
Jamiroquai,Cosmic Girl - Remastered,0.0128,0.631,227867,0.953,3.59E-06,0.275,-5.837,0.0494,119.765,0.944,0
Jamiroquai,Automaton,0.0252,0.717,287960,0.906,0.0107,0.0591,-6.985,0.0477,107.996,0.708,0
Jandy Feliz,Ojala Que Llueva Cafe,0.714,0.474,246680,0.593,0.0003,0.767,-14.144,0.0428,116.858,0.844,0
Jane Monheit,A Time For Love,0.941,0.249,301320,0.284,5.62E-05,0.239,-12.1,0.0368,116.665,0.0738,0
Jane's Addiction,I Would For You - 2006 Remastered Version,0.958,0.316,233627,0.0665,0.0142,0.114,-13.304,0.0349,135.791,0.0998,0
Janet Jackson,Doesn't Really Matter,0.0791,0.773,264973,0.8,0.00259,0.11,-2.875,0.0825,99.293,0.791,1
Janet Jackson,Someone To Call My Lover,0.135,0.729,272360,0.914,0.000672,0.156,-4.043,0.041,127.907,0.921,1
Jasmine Thompson,Ain't Nobody (Loves Me Better) - Acoustic,0.851,0.512,178355,0.245,0,0.131,-8.828,0.0338,93.971,0.266,0
Jason Aldean,Big Green Tractor,0.646,0.623,204200,0.59,0,0.295,-5.014,0.028,137.071,0.579,1
Jason Aldean,Dirt Road Anthem,0.347,0.68,229400,0.741,1.87E-06,0.117,-5.055,0.0357,127.024,0.635,1
Jason Aldean,Don't You Wanna Stay (with Kelly Clarkson),0.129,0.445,256440,0.631,0,0.0911,-4.798,0.0304,143.846,0.152,1
Jason Aldean,Fly Over States,0.069,0.487,218200,0.736,0,0.114,-3.269,0.0326,81.587,0.184,1
Jason Aldean,Take A Little Ride,0.044,0.472,187613,0.866,0,0.213,-3.771,0.0413,163.867,0.775,1
Jason Aldean,Water Tower,0.25,0.592,223867,0.387,6.79E-05,0.088,-8.086,0.027,128.82,0.329,0
Jason Derulo,Don't Wanna Go Home,0.02,0.671,206080,0.808,0,0.134,-4.861,0.0652,121.956,0.637,1
Jason Derulo,Ridin' Solo,0.128,0.442,215747,0.83,0,0.129,-4.02,0.146,89.338,0.578,1
Jason Derulo,Talk Dirty (feat. 2 Chainz) - MDM Version,0.0348,0.76,177685,0.652,0,0.307,-7.321,0.232,100.315,0.759,1
Jason Derulo,Trumpets,0.555,0.635,217419,0.691,0,0.097,-4.862,0.258,82.142,0.638,1
Jason Derulo,Want to Want Me,0.00906,0.775,207719,0.68,0,0.109,-5.508,0.0629,114.025,0.656,1
Jason Derulo,Whatcha Say,0.0444,0.615,221253,0.711,0,0.145,-5.507,0.0779,144.036,0.711,1
Jason Derulo,Wiggle (feat. Snoop Dogg),0.0802,0.697,193296,0.621,0,0.162,-6.886,0.25,81.946,0.721,1
Jason Mraz,I Won't Give Up,0.694,0.585,240166,0.303,0,0.115,-10.058,0.0398,136.703,0.142,1
Jason Mraz,The Remedy (I Won't Worry),0.04,0.589,256441,0.867,0,0.306,-4.523,0.0385,94.519,0.795,1
Jason Upton,Gideon,0.704,0.297,490307,0.35,0.000974,0.137,-9.619,0.0362,124.761,0.114,0
Jauz,Meant To Love You,0.0122,0.686,308160,0.958,0.00154,0.068,-2.122,0.0603,124.972,0.168,0
Jawga Boyz,Welcome 2 Jawga (feat. Dez & Demun Jones),0.0246,0.571,241998,0.627,0,0.122,-6.866,0.0628,90.463,0.303,0
Jay Park,Me Like Yuh,0.223,0.715,223642,0.831,3.84E-06,0.132,-6.161,0.0729,100.006,0.805,0
JAY Z,Big Pimpin' / Papercut,0.196,0.765,156320,0.938,0.000687,0.485,-2.718,0.0481,138.312,0.965,1
JAY Z,Dirt Off Your Shoulder / Lying From You,0.0104,0.557,244693,0.905,0,0.111,-4.506,0.267,160.013,0.799,1
JAY Z,Excuse Me Miss,0.0186,0.691,280053,0.858,0,0.0518,-4.857,0.301,92.773,0.874,1
JAY Z,Izzo / In The End,0.00195,0.658,164867,0.91,1.54E-05,0.158,-3.499,0.316,92.332,0.494,1
JAY Z,Numb / Encore,0.0603,0.687,205733,0.793,0,0.582,-4.254,0.166,107.045,0.751,1
Jean Claude Corbel,Un coin de paradis,0.317,0.585,82018,0.317,1.37E-06,0.143,-16.59,0.0266,110.07,0.363,0
Jeannie C. Riley,Harper Valley P.T.A.,0.629,0.795,194400,0.448,0,0.0659,-13.427,0.0444,122.318,0.96,0
Jean-Philippe Rameau,"Rameau: Les Indes Galantes, RCT 44: ""Forêts paisibles"" (Les sauvages)",0.929,0.433,286560,0.29,0.00307,0.424,-17.922,0.0395,85.01,0.543,0
Jeezy,Put On,0.0027,0.649,321293,0.785,0,0.0859,-6.031,0.0369,137.618,0.294,1
Jeff Foxworthy,Games Rednecks Play,0.781,0.565,235507,0.913,0,0.835,-8.875,0.942,84.313,0.148,0
Jeff Foxworthy,Words in the South - Words in the South Bit,0.581,0.624,37533,0.693,0,0.934,-11.507,0.941,131.042,0.123,0
Jelani Aryeh,Lavender Love,0.728,0.768,155755,0.217,0.000695,0.117,-13.067,0.0626,77.002,0.195,0
Jelly Roll,Be That Way,0.204,0.674,246938,0.67,0,0.289,-6.457,0.061,143.948,0.371,0
Jennifer Lopez,All I Have,0.265,0.699,254467,0.668,0,0.141,-5.305,0.106,83.074,0.472,1
Jennifer Lopez,Get Right,0.0218,0.741,225533,0.759,0,0.628,-5.096,0.12,97.084,0.362,1
Jennifer Lopez,I'm Real - Murder Remix,0.273,0.708,262133,0.587,0,0.0718,-7.93,0.151,83.46,0.554,1
Jennifer Lopez,Jenny from the Block - Track Masters Remix,0.00833,0.844,187840,0.754,3.42E-06,0.0575,-5.46,0.207,100.002,0.961,1
Jennifer Lopez,Love Don't Cost a Thing,0.00305,0.786,221227,0.842,3.54E-06,0.473,-5.115,0.0707,97.577,0.685,1
Jennifer Lopez,On The Floor,0.107,0.726,284867,0.779,0.000252,0.098,-5.198,0.0603,129.973,0.556,1
Jennifer Lopez,Waiting for Tonight,0.00341,0.695,246427,0.945,0.0727,0.103,-6.165,0.0418,125.013,0.84,1
Jeremih,Birthday Sex,0.261,0.675,226507,0.545,0,0.162,-5.614,0.0443,60.048,0.445,1
Jeremih,Don't Tell 'Em,0.421,0.851,266840,0.525,0,0.111,-5.221,0.0874,97.988,0.405,1
Jeremih,Down On Me,0.0369,0.7,228453,0.598,0,0.111,-7.783,0.114,160.041,0.594,1
Jeremy Soule,Distant Horizons,0.98,0.0604,232871,0.0898,0.919,0.0933,-22.09,0.0419,52.07,0.0347,0
Jeremy Zucker,Good Bye,0.239,0.775,188000,0.392,0,0.0792,-6.906,0.0459,122.093,0.435,0
Jerry Vale,Al-di-la,0.9,0.2,196227,0.266,0.000412,0.514,-12.344,0.0296,69.881,0.103,0
Jeru The Damaja,Ya Playin' Yaself,0.00695,0.863,226800,0.767,0,0.0492,-8.644,0.302,91.535,0.767,0
Jess Glynne,Don't Be So Hard On Yourself,0.0608,0.571,211460,0.815,0,0.163,-3.267,0.0321,120.008,0.664,0
Jesse McCartney,Beautiful Soul,0.0759,0.66,214227,0.666,0,0.0268,-4.342,0.0472,89.975,0.933,1
Jesse McCartney,How Do You Sleep? - Featuring Ludacris,0.354,0.749,208333,0.872,0,0.0898,-3.461,0.0292,105.994,0.536,1
Jesse McCartney,Leavin',0.0352,0.693,216880,0.709,3.40E-06,0.0688,-5.787,0.0608,79.237,0.889,1
Jessica Simpson,I Wanna Love You Forever,0.156,0.59,263800,0.666,0,0.136,-4.047,0.0244,104.042,0.0743,1
Jessie J,Domino,0.0115,0.757,231693,0.547,0,0.0445,-4.573,0.0355,126.977,0.793,1
Jessie J,Price Tag,0.0281,0.638,223053,0.831,3.06E-06,0.277,-3.944,0.182,175.038,0.685,1
Jet,Are You Gonna Be My Girl,0.00148,0.613,213800,0.953,0.000582,0.152,-3.435,0.0855,105.046,0.537,1
Jethro Tull,Teacher - Single Mix; 2001 Remaster,0.2,0.65,227520,0.76,4.53E-05,0.14,-8.459,0.0588,122.636,0.71,0
Jewel,Standing Still,0.115,0.618,271733,0.647,6.12E-06,0.113,-7.308,0.0344,123.889,0.315,1
Jibbs,Chain Hang Low,0.0263,0.797,207587,0.586,5.44E-05,0.123,-6.98,0.269,157.151,0.768,1
Jidenna,Classic Man,0.185,0.79,226000,0.585,0,0.292,-6.058,0.0348,94.072,0.585,1
Jim Gaffigan,Bodybuilders,0.928,0.648,195400,0.881,0,0.848,-7.7,0.948,64.029,0.363,0
Jim Jones,We Fly High,0.0847,0.685,236080,0.8,0,0.092,-6.564,0.298,120.226,0.483,1
Jimi Hendrix,Hey Baby (New Rising Sun),0.264,0.509,364627,0.455,0.2,0.107,-13.768,0.0401,81.435,0.55,0
Jimi Hendrix,Hear My Train A Comin' (Acoustic),0.906,0.616,185853,0.209,0.35,0.136,-10.805,0.0433,134.924,0.428,0
Jimmy Cliff,Vietnam - Single Version,0.00127,0.9,292493,0.363,0,0.103,-13.308,0.0565,110.738,0.71,0
Jimmy Durante,Look Ahead Little Girl,0.836,0.387,176267,0.395,0.000695,0.127,-10.494,0.0385,112.906,0.382,0
Jimmy Eat World,The Middle - Acoustic Version,0.415,0.78,190640,0.306,0,0.0886,-7.463,0.0369,147.504,0.708,1
Jimmy Reed,High And Lonesome,0.957,0.477,167493,0.53,0.0301,0.636,-7.198,0.0306,80.304,0.738,0
Jin,Kisaragi Attention,0.0184,0.674,247780,0.911,0.17,0.0846,-3.938,0.0586,100.002,0.876,0
J-Kwon,Tipsy - Club Mix,0.0644,0.925,243227,0.744,0,0.0888,-5.79,0.367,93.02,0.656,1
João Gilberto,Tin Tin Por Tin Tin,0.736,0.479,218173,0.446,0.418,0.107,-14.455,0.0375,176.358,0.897,0
Joby Talbot,Out to Lunch (End Titles),0.515,0.318,264573,0.357,0.543,0.0684,-11.628,0.0456,82.261,0.12,0
Jodi Benson,Children Listen - Noah,0.737,0.389,290693,0.395,0.00427,0.254,-15.168,0.126,117.483,0.181,0
Joe,I Wanna Know,0.26,0.725,296693,0.487,1.09E-05,0.431,-5.959,0.0368,136.086,0.599,1
Joe,Stutter - Double Take Remix,0.0513,0.767,213027,0.759,0,0.31,-6.516,0.117,89.989,0.677,1
Joe Nichols,The Impossible,0.367,0.613,246160,0.59,2.20E-06,0.0737,-5.167,0.0285,78.013,0.192,0
Joe Rogan,"I Was Raised Catholic, in Search of Noah's Ark",0.717,0.568,310907,0.613,0,0.82,-10.091,0.914,94.794,0.38,0
Joey Alexander,Sunday Waltz,0.86,0.514,323448,0.228,0.612,0.115,-17.417,0.0378,123.969,0.218,0
Joey Trap,Squidwards Nose (feat. Kg Prince),0.169,0.634,119249,0.88,0,0.474,-1.714,0.293,150.959,0.548,0
Johan Söderqvist,In the Name of the Tsar,0.559,0.481,146106,0.385,0.438,0.108,-14.705,0.0407,116.079,0.161,0
Johann Adolf Hasse,Keyboard Sonata No. 2 in E-Flat Major: III. Allegro assai,0.905,0.412,160373,0.318,0.697,0.0458,-12.418,0.0349,107.816,0.949,0
Jóhann Jóhannsson,Through Falling Snow,0.0649,0.212,164267,0.122,0.925,0.0937,-15.741,0.0402,68.118,0.0333,0
Johann Sebastian Bach,"Die Kunst der Fuge (The Art of Fugue), BWV 1080: Contrapunctus VII a 4 per Augmentationem et Diminutionem",0.995,0.422,251733,0.124,0.902,0.106,-25.609,0.0445,132.422,0.358,0
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prelude",0.978,0.386,195267,0.0425,0.845,0.341,-26.813,0.0529,122.057,0.501,0
Johann Sebastian Bach,"The Well-Tempered Clavier, Book I: Prelude No. 19 in A Major, BWV 864",0.969,0.51,96013,0.0962,0.93,0.111,-27.695,0.0567,133.634,0.197,0
Johann Sebastian Bach,"Suites for Cello, Suite No. 3 in C major BWV 1009: Courante",0.99,0.345,185853,0.113,0.904,0.112,-24.973,0.0572,179.312,0.842,0
Johann Sebastian Bach,"Violin Concerto No.1 In A Minor, BWV 1041: 2. Andante",0.88,0.178,404987,0.119,0.36,0.11,-22.148,0.0526,85.886,0.109,0
Johann Sebastian Bach,"Partita No. 1 in B-Flat Major, BWV 825: V. Menuet I & II",0.995,0.344,197493,0.0577,0.9,0.0998,-32.24,0.0461,145.486,0.491,0
Johann Sebastian Bach,"Widerstehe doch der Sünde, BWV 54 (Transcr. by Víkingur Ólafsson)",0.995,0.42,266213,0.0876,0.9,0.102,-28.052,0.0425,82.496,0.278,0
Johann Sebastian Bach,Sheep May Safely Graze,0.995,0.494,295840,0.016,0.922,0.136,-32.307,0.0426,98.224,0.118,0
Johanna Warren,Black Moss,0.916,0.432,248349,0.267,0.00107,0.122,-11.739,0.031,131.02,0.158,0
Johannes Brahms,"Hungarian Dance No.5 In G Minor, WoO 1",0.77,0.4,151013,0.138,0.708,0.183,-16.953,0.0424,74.096,0.387,0
Johannes Brahms,"Piano Sonata No. 3 in F Minor, Op. 5: I. Allegro maestoso (Live)",0.903,0.322,607830,0.109,0.899,0.119,-16.53,0.0407,72.955,0.0882,0
John Denver,Eagles and Horses,0.529,0.527,289187,0.343,4.62E-06,0.137,-11.973,0.0323,120.675,0.358,0
John Lee Hooker,The Motor City Is Burning,0.0738,0.43,169467,0.639,2.06E-05,0.344,-10.989,0.127,49.341,0.905,0
